mid_price,volume_usd,quote_currency,estimated_delivery_price,creation_timestamp,base_currency,underlying_index,underlying_price,mark_iv,volume,interest_rate,price_change,open_interest,ask_price,bid_price,instrument_name,mark_price,last,low,high
0.00515,66710.23,BTC,72011.29,1710223032941,BTC,BTC-22MAR24,73182.95,90.0,135.3,0.0,-43.5294,312.2,0.0055,0.0048,BTC-22MAR24-60000-P,0.00648342,0.0048,0.0048,0.0085
0.0475,1829112.2,BTC,72011.29,1710223032941,BTC,BTC-22MAR24,73182.95,82.35,512.5,0.0,-18.4211,83.2,0.049,0.046,BTC-22MAR24-72000-P,0.04800954,0.0465,0.045,0.0585
0.0975,383.32,BTC,72011.29,1710223032941,BTC,BTC-27SEP24,80619.44,94.69,0.1,0.0,0.0,29.5,0.15,0.045,BTC-27SEP24-160000-C,0.08236288,0.053,0.053,0.053
,0.0,BTC,72011.29,1710223032941,BTC,SYN.BTC-5APR24,74093.35500000001,64.55,0.0,0.0,,0.0,,,BTC-5APR24-70000-P,0.04112062,,,
,0.0,BTC,72011.29,1710223032941,BTC,BTC-26APR24,75195.36,100.0,0.0,0.0,,0.0,,,BTC-26APR24-110000-C,0.03053182,,,
0.08825,1916391.22,BTC,72011.29,1710223032941,BTC,BTC-29MAR24,73732.53,87.89,288.0,0.0,21.0526,1235.0,0.0895,0.087,BTC-29MAR24-70000-C,0.10310183,0.092,0.0755,0.0985
,0.0,BTC,72011.29,1710223032941,BTC,SYN.BTC-5APR24,74093.35500000001,87.39,0.0,0.0,,0.0,,0.005,BTC-5APR24-105000-P,0.42443952,,,
0.0215,103907.07,BTC,72011.29,1710223032941,BTC,SYN.BTC-31MAY24,76373.63777777778,82.4,62.5,0.0,-2.1739,117.0,0.0225,0.0205,BTC-31MAY24-51000-P,0.02403145,0.0225,0.022,0.024
,0.0,BTC,72011.29,1710223032941,BTC,BTC-29MAR24,73726.02,89.88,0.0,0.0,,0.0,,,BTC-29MAR24-64000-P,0.02561252,,,
0.66825,0.0,BTC,72011.29,1710223032941,BTC,BTC-27DEC24,81002.9024,77.81,0.0,0.0,,405.2,1.0,0.3365,BTC-27DEC24-100000-P,0.43399903,0.5015,,
0.0675,740976.92,BTC,72011.29,1710223032941,BTC,BTC-22MAR24,73182.95,87.01,147.9,0.0,50.0,55.4,0.074,0.061,BTC-22MAR24-70000-C,0.0824101,0.075,0.05,0.0825
0.098,630948.59,BTC,72011.29,1710223032941,BTC,SYN.BTC-31MAY24,76380.14777777778,81.27,86.8,0.0,8.7912,13.0,0.099,0.097,BTC-31MAY24-86000-C,0.10569058,0.099,0.091,0.106
0.035,112869.82,BTC,72011.29,1710223032941,BTC,SYN.BTC-13MAR24,72435.84417463036,98.62,45.4,0.0,25.8621,18.4,0.0385,0.0315,BTC-13MAR24-70000-C,0.04652034,0.0365,0.0275,0.041
0.1975,1297134.91,BTC,72011.29,1710223032941,BTC,BTC-15MAR24,72575.33,100.0,89.1,0.0,-0.2451,942.3,0.1995,0.1955,BTC-15MAR24-58000-C,0.20121059,0.2035,0.2005,0.204
,0.0,BTC,72011.29,1710223032941,BTC,BTC-26APR24,74345.19,92.45,0.0,0.0,,0.0,,,BTC-26APR24-94000-C,0.05280897,,,
0.166,509297.65,BTC,72011.29,1710223032941,BTC,SYN.BTC-31MAY24,76373.63777777778,78.27,41.5,0.0,7.3718,147.6,0.168,0.164,BTC-31MAY24-72000-C,0.17224238,0.1675,0.156,0.1745
0.2205,215312.57,BTC,72011.29,1710223032941,BTC,BTC-27SEP24,80619.44,75.74,13.9,0.0,-0.464,236.3,0.2235,0.2175,BTC-27SEP24-80000-P,0.21592296,0.2145,0.2145,0.2155
,0.0,BTC,72011.29,1710223032941,BTC,SYN.BTC-14MAR24,72142.0271002483,100.0,0.0,0.0,,0.0,0.027,,BTC-14MAR24-74250-C,0.01817119,,,
,0.0,BTC,72011.29,1710223032941,BTC,SYN.BTC-5APR24,74093.35500000001,81.29,0.0,0.0,,0.0,,,BTC-5APR24-61000-C,0.19523463,0.0715,,
,0.0,BTC,72011.29,1710223032941,BTC,SYN.BTC-5APR24,74093.35500000001,81.29,0.0,0.0,,0.0,,,BTC-5APR24-40000-P,7.947e-05,,,
,0.0,BTC,72011.29,1710223032941,BTC,SYN.BTC-14MAR24,72505.58708731517,100.0,0.0,0.0,,0.0,0.0555,,BTC-14MAR24-73750-P,0.04382998,,,
,0.0,BTC,72011.29,1710223032941,BTC,SYN.BTC-13MAR24,72435.84417463036,99.56,0.0,0.0,,0.0,0.0085,,BTC-13MAR24-69750-P,0.01204297,,,
0.1685,941029.52,BTC,72011.29,1710223032941,BTC,BTC-29MAR24,73732.53,100.0,40.5,0.0,0.0,1291.0,0.322,0.015,BTC-29MAR24-50000-C,0.32466014,0.322,0.015,0.323
0.0002,2412.38,BTC,72011.29,1710223032941,BTC,SYN.BTC-13MAR24,72435.84417463036,100.0,60.2,0.0,-66.6667,22.1,0.0003,0.0001,BTC-13MAR24-63000-P,0.00047514,0.0004,0.0003,0.0012
0.61275,0.0,BTC,72011.29,1710223032941,BTC,SYN.BTC-31MAY24,76380.14777777778,100.0,0.0,0.0,,68.4,0.6185,0.607,BTC-31MAY24-30000-C,0.6097593,0.5695,,
0.331,347122.75,BTC,72011.29,1710223032941,BTC,BTC-28JUN24,77316.26,81.88,14.7,0.0,0.0,294.3,0.3335,0.3285,BTC-28JUN24-55000-C,0.33638495,0.3265,0.3265,0.3265
0.01775,177681.91,BTC,72011.29,1710223032942,BTC,SYN.BTC-12MAR24,72366.10126194553,94.6,75.6,0.0,273.6842,76.3,0.0305,0.005,BTC-12MAR24-70000-C,0.03754308,0.0355,0.0095,0.0375
0.01975,523374.21,BTC,72011.29,1710223032942,BTC,SYN.BTC-14MAR24,72505.58708731517,94.26,271.2,0.0,-25.0,3.4,0.0205,0.019,BTC-14MAR24-73000-C,0.02912804,0.021,0.02,0.03
0.257,407221.9,BTC,72011.29,1710223032942,BTC,BTC-22MAR24,73182.95,99.95,21.4,0.0,-0.5693,20.8,0.264,0.25,BTC-22MAR24-54000-C,0.26437013,0.262,0.262,0.2635
,0.0,BTC,72011.29,1710223032942,BTC,SYN.BTC-12MAR24,72366.10126194553,95.71,0.0,0.0,,0.2,0.061,,BTC-12MAR24-69250-C,0.04613873,0.04,,
0.10175,627815.93,BTC,72011.29,1710223032942,BTC,SYN.BTC-31MAY24,76380.14777777778,78.11,84.8,0.0,-10.177,163.2,0.103,0.1005,BTC-31MAY24-70000-P,0.10172611,0.1015,0.1005,0.113
0.00585,97751.04,BTC,72011.29,1710223032942,BTC,BTC-22MAR24,73182.95,97.14,182.9,0.0,-33.3333,108.0,0.007,0.0047,BTC-22MAR24-90000-C,0.00943049,0.006,0.006,0.009
0.04925,623861.25,BTC,72011.29,1710223032942,BTC,BTC-26APR24,75201.87,80.26,171.5,0.0,-13.2743,280.1,0.05,0.0485,BTC-26APR24-65000-P,0.05089774,0.049,0.0485,0.0565
,0.0,BTC,72011.29,1710223032942,BTC,SYN.BTC-13MAR24,72435.84417463036,96.43,0.0,0.0,,0.0,0.0525,,BTC-13MAR24-71250-C,0.03500989,,,
,0.0,BTC,72011.29,1710223032942,BTC,BTC-28JUN24,77316.26,83.97,0.0,0.0,,0.0,,,BTC-28JUN24-76000-C,0.18836025,0.229,,
,0.0,BTC,72011.29,1710223032942,BTC,SYN.BTC-31MAY24,76373.63777777778,91.41,0.0,0.0,,40.4,0.957,,BTC-31MAY24-120000-P,0.61129534,0.9425,,
0.0085,146822.14,BTC,72011.29,1710223032942,BTC,SYN.BTC-31MAY24,76380.14777777778,100.0,87.2,0.0,0.0,14.2,0.009,0.008,BTC-31MAY24-42000-P,0.01652962,0.0085,0.008,0.065
0.05,1328433.8,BTC,72011.29,1710223032942,BTC,BTC-22MAR24,73182.95,86.51,338.6,0.0,30.0,220.4,0.051,0.049,BTC-22MAR24-73000-C,0.06023151,0.052,0.04,0.061
0.487,1238317.41,BTC,72011.29,1710223032942,BTC,BTC-28JUN24,77316.26,82.85,34.8,0.0,-0.203,66.4,0.493,0.481,BTC-28JUN24-110000-P,0.48878926,0.4915,0.4915,0.4925
,123675.63,BTC,72011.29,1710223032942,BTC,BTC-27DEC24,81002.9024,100.0,3.0,0.0,0.0,111.9,,0.6065,BTC-27DEC24-32000-C,0.64547809,0.57,0.57,0.57
,0.0,BTC,72011.29,1710223032942,BTC,BTC-22MAR24,73182.95,96.31,0.0,0.0,,0.0,,,BTC-22MAR24-85000-P,0.17898517,,,
0.00195,38701.11,BTC,72011.29,1710223032942,BTC,SYN.BTC-13MAR24,72435.84417463036,100.0,96.9,0.0,-64.2105,43.2,0.0023,0.0016,BTC-13MAR24-68000-P,0.00631091,0.0034,0.0034,0.0095
,210229.79,BTC,72011.29,1710223032942,BTC,BTC-27SEP24,80619.44,88.46,4.4,0.0,3.0234,145.9,0.697,,BTC-27SEP24-26000-C,0.68357939,0.6815,0.6615,0.6815
0.07,10920.93,BTC,72011.29,1710223032942,BTC,SYN.BTC-13MAR24,72435.84417463036,100.0,2.0,0.0,0.0,2.0,0.0775,0.0625,BTC-13MAR24-67000-C,0.07916166,0.0755,0.0755,0.0755
0.00145,28398.36,BTC,72011.29,1710223032942,BTC,BTC-15MAR24,72575.33,99.62,183.0,0.0,-47.2222,38.7,0.0018,0.0011,BTC-15MAR24-62000-P,0.00230502,0.0019,0.0015,0.0036
,0.0,BTC,72011.29,1710223032942,BTC,BTC-28JUN24,77316.26,66.96,0.0,0.0,,0.0,,,BTC-28JUN24-72000-C,0.17702687,,,
,0.0,BTC,72011.29,1710223032942,BTC,SYN.BTC-12MAR24,72366.10126194553,100.0,0.0,0.0,,0.0,0.0001,,BTC-12MAR24-62500-P,4.18e-06,,,
0.02425,792057.49,BTC,72011.29,1710223032942,BTC,BTC-22MAR24,73182.95,87.06,408.4,0.0,-38.75,35.2,0.025,0.0235,BTC-22MAR24-68000-P,0.02868106,0.0245,0.024,0.04
,0.0,BTC,72011.29,1710223032942,BTC,SYN.BTC-5APR24,74093.35500000001,81.29,0.0,0.0,,0.0,,,BTC-5APR24-56000-C,0.25211669,,,
,0.0,BTC,72011.29,1710223032942,BTC,BTC-28JUN24,77316.26,76.22,0.0,0.0,,0.0,,,BTC-28JUN24-82000-C,0.14116036,,,
0.3543,0.0,BTC,72011.29,1710223032942,BTC,BTC-29MAR24,73732.53,100.0,0.0,0.0,,300.2,0.7085,0.0001,BTC-29MAR24-22000-C,0.70160922,0.65,,
0.118,1754091.46,BTC,72011.29,1710223032942,BTC,BTC-26APR24,75201.87,80.96,201.8,0.0,-5.2419,72.7,0.1195,0.1165,BTC-26APR24-76000-P,0.11992528,0.1175,0.117,0.129
,0.0,BTC,72011.29,1710223032942,BTC,BTC-29MAR24,73726.02,89.88,0.0,0.0,,0.0,,,BTC-29MAR24-64500-C,0.15265323,,,
0.308,3131485.42,BTC,72011.29,1710223032942,BTC,BTC-15MAR24,72575.33,100.0,138.0,0.0,0.1595,738.0,0.31,0.306,BTC-15MAR24-50000-C,0.3110404,0.314,0.3135,0.314
,0.0,BTC,72011.29,1710223032942,BTC,BTC-29MAR24,73726.02,79.71,0.0,0.0,,0.0,,,BTC-29MAR24-71500-P,0.05480857,,,
0.42225,1777474.81,BTC,72011.29,1710223032942,BTC,SYN.BTC-31MAY24,76380.14777777778,85.24,56.0,0.0,2.0111,24.0,0.432,0.4125,BTC-31MAY24-45000-C,0.42407887,0.421,0.4127,0.4855
0.0575,1185486.6,BTC,72011.29,1710223032942,BTC,BTC-29MAR24,73732.53,83.78,264.9,0.0,22.9167,44.8,0.0605,0.0545,BTC-29MAR24-75000-C,0.06581635,0.059,0.048,0.065
0.11875,449499.37,BTC,72011.29,1710223032942,BTC,BTC-28JUN24,77316.26,77.58,53.6,0.0,2.2026,183.2,0.121,0.1165,BTC-28JUN24-70000-P,0.11667658,0.116,0.1135,0.118
,0.0,BTC,72011.29,1710223032942,BTC,BTC-15MAR24,72575.33,100.0,0.0,0.0,,426.8,0.401,,BTC-15MAR24-44000-C,0.39371367,0.3485,,
0.24725,0.0,BTC,72011.29,1710223032942,BTC,SYN.BTC-31MAY24,76373.63777777778,81.21,0.0,0.0,,73.5,0.26,0.2345,BTC-31MAY24-88000-P,0.24999384,0.31,,
,64593.63,BTC,72011.29,1710223032942,BTC,SYN.BTC-14MAR24,72505.58708731517,40.0,50.0,0.0,0.5587,0.0,0.0735,,BTC-14MAR24-71750-C,0.01948279,0.018,0.0179,0.018
0.05725,1865985.92,BTC,72011.29,1710223032942,BTC,BTC-22MAR24,73182.95,82.35,422.0,0.0,20.0,23.9,0.059,0.0555,BTC-22MAR24-72000-C,0.06421334,0.057,0.047,0.0675
,0.0,BTC,72011.29,1710223032942,BTC,SYN.BTC-5APR24,74093.35500000001,80.81,0.0,0.0,,0.0,,,BTC-5APR24-65000-C,0.15462179,,,
0.566,2083459.98,BTC,72011.29,1710223032942,BTC,BTC-27SEP24,80619.44,82.94,72.5,0.0,6.7468,337.3,0.5755,0.5565,BTC-27SEP24-36000-C,0.57100175,0.5775,0.0715,0.5775
0.198,469822.84,BTC,72011.29,1710223032942,BTC,SYN.BTC-31MAY24,76373.63777777778,78.5,32.4,0.0,12.3596,109.4,0.207,0.189,BTC-31MAY24-67000-C,0.20724652,0.2,0.178,0.2085
0.00075,3302.16,BTC,72011.29,1710223032942,BTC,BTC-22MAR24,73182.95,100.0,64.5,0.0,0.0,51.1,0.0008,0.0007,BTC-22MAR24-48000-P,0.00030956,0.0007,0.0007,0.001
0.001,169.02,BTC,72011.29,1710223032942,BTC,BTC-29MAR24,73732.53,100.0,2.0,0.0,0.0,362.7,0.0012,0.0008,BTC-29MAR24-42000-P,0.00027855,0.0012,0.0012,0.0012
,5415.9,BTC,72011.29,1710223032942,BTC,SYN.BTC-12MAR24,72366.10126194553,100.0,63.9,0.0,-95.6522,83.3,0.0005,,BTC-12MAR24-66500-P,0.0004222,0.0002,0.0002,0.0046
0.44175,1059561.36,BTC,72011.29,1710223032942,BTC,BTC-26APR24,75201.87,96.43,33.1,0.0,-1.1161,162.0,0.4445,0.439,BTC-26APR24-42000-C,0.44599198,0.443,0.442,0.449
0.00205,0.0,BTC,72011.29,1710223032942,BTC,SYN.BTC-31MAY24,76373.63777777778,100.0,0.0,0.0,,51.6,0.0022,0.0019,BTC-31MAY24-30000-P,0.00253285,0.0029,,
,0.0,BTC,72011.29,1710223032942,BTC,SYN.BTC-5APR24,74093.35500000001,80.81,0.0,0.0,,0.0,,,BTC-5APR24-63000-C,0.17413256,,,
0.02975,896252.6,BTC,72011.29,1710223032942,BTC,BTC-29MAR24,73732.53,88.18,372.6,0.0,-28.0488,114.0,0.031,0.0285,BTC-29MAR24-67000-P,0.0369286,0.0295,0.0295,0.041
0.51575,112095.0,BTC,72011.29,1710223032942,BTC,BTC-27SEP24,80619.44,90.32,2.2,0.0,0.0,160.5,0.7205,0.311,BTC-27SEP24-24000-C,0.70713111,0.7045,0.7045,0.7045
0.18125,970638.1,BTC,72011.29,1710223032942,BTC,BTC-26APR24,75201.87,80.26,76.6,0.0,6.1404,101.0,0.1835,0.179,BTC-26APR24-65000-C,0.18648811,0.1815,0.1705,0.1825
0.01725,61088.74,BTC,72011.29,1710223032942,BTC,BTC-26APR24,75201.87,84.39,45.2,0.0,-7.6923,2.9,0.018,0.0165,BTC-26APR24-55000-P,0.01928675,0.018,0.018,0.0205
,0.0,BTC,72011.29,1710223032942,BTC,SYN.BTC-13MAR24,72435.84417463036,100.0,0.0,0.0,,0.0,0.0065,,BTC-13MAR24-67250-P,0.00459948,0.0202,,
,0.0,BTC,72011.29,1710223032942,BTC,BTC-27DEC24,81002.9024,70.41,0.0,0.0,,0.0,,,BTC-27DEC24-86000-C,0.22447593,,,
,0.0,BTC,72011.29,1710223032942,BTC,BTC-27DEC24,81002.9024,61.89,0.0,0.0,,0.0,,,BTC-27DEC24-74000-C,0.25406367,,,
,0.0,BTC,72011.29,1710223032942,BTC,BTC-27SEP24,80619.44,78.99,0.0,0.0,,0.0,,,BTC-27SEP24-84000-C,0.21424938,,,
0.4665,88825.89,BTC,72011.29,1710223032942,BTC,BTC-27SEP24,80625.95,82.94,2.8,0.0,7.9769,355.8,0.472,0.461,BTC-27SEP24-46000-C,0.47345224,0.467,0.4325,0.467
,41586.31,BTC,72011.29,1710223032942,BTC,SYN.BTC-13MAR24,72435.84417463036,95.78,10.0,0.0,0.0,10.0,0.059,,BTC-13MAR24-71750-C,0.03093256,0.0575,0.0575,0.0575
0.1375,615321.61,BTC,72011.29,1710223032942,BTC,SYN.BTC-31MAY24,76380.14777777778,79.55,60.8,0.0,8.2031,44.9,0.1385,0.1365,BTC-31MAY24-77000-C,0.14493079,0.1385,0.128,0.1455
0.3195,0.0,BTC,72011.29,1710223032942,BTC,SYN.BTC-31MAY24,76373.63777777778,80.59,0.0,0.0,,225.0,0.326,0.313,BTC-31MAY24-54000-C,0.32374959,0.269,,
0.7045,110913.22,BTC,72011.29,1710223032942,BTC,SYN.BTC-31MAY24,76373.63777777778,91.41,2.8,0.0,0.0,86.2,0.879,0.53,BTC-31MAY24-115000-P,0.55315306,0.5477,0.5477,0.5477
0.22925,1857567.7,BTC,72011.29,1710223032942,BTC,BTC-26APR24,75201.87,81.6,136.6,0.0,4.8165,207.9,0.231,0.2275,BTC-26APR24-60000-C,0.23389584,0.2285,0.0001,0.237
0.0017,68296.1,BTC,72011.29,1710223032942,BTC,BTC-15MAR24,72575.33,99.39,299.4,0.0,-56.3636,158.3,0.002,0.0014,BTC-15MAR24-63000-P,0.00330805,0.0024,0.0022,0.0055
0.00035,19683.74,BTC,72011.29,1710223032942,BTC,SYN.BTC-12MAR24,72366.10126194553,95.71,125.4,0.0,-96.6667,38.1,0.0006,0.0001,BTC-12MAR24-69000-P,0.00259053,0.0006,0.0001,0.018
,0.0,BTC,72011.29,1710223032942,BTC,SYN.BTC-12MAR24,72366.10126194553,96.22,0.0,0.0,,0.0,0.047,,BTC-12MAR24-75000-P,0.04109753,,,
,0.0,BTC,72011.29,1710223032942,BTC,BTC-28JUN24,77316.26,73.27,0.0,0.0,,0.0,,,BTC-28JUN24-78000-C,0.15481025,0.1497,,
0.8195,1723051.12,BTC,72011.29,1710223032942,BTC,BTC-27SEP24,80619.44,81.71,28.4,0.0,-10.3014,0.0,0.8285,0.8105,BTC-27SEP24-140000-P,0.81241022,0.8185,0.8185,0.9125
0.002,0.0,BTC,72011.29,1710223032942,BTC,BTC-27DEC24,81002.9024,100.0,0.0,0.0,,47.4,0.0031,0.0009,BTC-27DEC24-15000-P,0.00403842,0.0037,,
0.1635,0.0,BTC,72011.29,1710223032942,BTC,BTC-27SEP24,80619.44,75.7,0.0,0.0,,71.1,0.1665,0.1605,BTC-27SEP24-95000-C,0.16093869,0.12,,
0.1115,108992.3,BTC,72011.29,1710223032943,BTC,BTC-15MAR24,72575.33,100.0,13.7,0.0,0.0,13.7,0.1155,0.1075,BTC-15MAR24-80000-P,0.11168075,0.11,0.11,0.11
0.2785,0.0,BTC,72011.29,1710223032943,BTC,BTC-27DEC24,81002.9024,69.97,0.0,0.0,,94.6,0.3405,0.2165,BTC-27DEC24-85000-P,0.27662808,0.352,,
0.021,182209.52,BTC,72011.29,1710223032943,BTC,SYN.BTC-12MAR24,72366.10126194553,95.3,121.8,0.0,-8.6957,51.4,0.0235,0.0185,BTC-12MAR24-73500-P,0.02572602,0.021,0.017,0.026
,0.0,BTC,72011.29,1710223032943,BTC,SYN.BTC-14MAR24,72505.58708731517,100.0,0.0,0.0,,0.0,0.0825,,BTC-14MAR24-76500-P,0.06940486,,,
,0.0,BTC,72011.29,1710223032943,BTC,SYN.BTC-12MAR24,72016.58130074492,24.19,0.0,0.0,,0.0,0.016,,BTC-12MAR24-73250-P,0.01712687,,,
0.0021,1117.13,BTC,72011.29,1710223032943,BTC,BTC-26APR24,75201.87,100.0,7.4,0.0,-4.5455,37.2,0.0023,0.0019,BTC-26APR24-37000-P,0.00205781,0.0021,0.0021,0.0022
0.3635,3680424.73,BTC,72011.29,1710223032943,BTC,BTC-15MAR24,72575.33,100.0,138.0,0.0,0.1357,344.8,0.3655,0.3615,BTC-15MAR24-46000-C,0.36615524,0.369,0.3685,0.369
0.057,60230.99,BTC,72011.29,1710223032943,BTC,BTC-27SEP24,80619.44,82.94,14.4,0.0,-14.0625,298.8,0.059,0.055,BTC-27SEP24-52000-P,0.06684336,0.055,0.055,0.065
0.5725,1621173.48,BTC,72011.29,1710223032943,BTC,BTC-26APR24,75201.87,100.0,40.1,0.0,1.2346,329.7,0.5755,0.5695,BTC-26APR24-32000-C,0.57503763,0.574,0.567,0.574
0.60775,354682.13,BTC,72011.29,1710223032943,BTC,BTC-27SEP24,80619.44,83.25,8.4,0.0,3.4628,198.3,0.614,0.6015,BTC-27SEP24-32000-C,0.61405678,0.6125,0.592,0.6125
0.0835,0.0,BTC,72011.29,1710223032943,BTC,SYN.BTC-13MAR24,72435.84417463036,100.0,0.0,0.0,,0.0,0.091,0.076,BTC-13MAR24-66000-C,0.09142528,,,
0.289,0.0,BTC,72011.29,1710223032943,BTC,SYN.BTC-31MAY24,76380.14777777778,80.0,0.0,0.0,,111.6,0.296,0.282,BTC-31MAY24-57000-C,0.29391262,0.237,,
0.14405,316504.38,BTC,72011.29,1710223032943,BTC,BTC-28JUN24,77316.26,81.88,15.5,0.0,0.177,788.7,0.288,0.0001,BTC-28JUN24-60000-C,0.29307035,0.283,0.282,0.283
0.60975,0.0,BTC,72011.29,1710223032943,BTC,BTC-29MAR24,73732.53,100.0,0.0,0.0,,490.0,0.8695,0.35,BTC-29MAR24-10000-C,0.86436783,0.864,,
0.0125,391213.92,BTC,72011.29,1710223032943,BTC,BTC-15MAR24,72575.33,93.65,348.4,0.0,-43.4783,248.4,0.0135,0.0115,BTC-15MAR24-69000-P,0.01717472,0.013,0.013,0.023
0.089,1949323.72,BTC,72011.29,1710223032943,BTC,BTC-26APR24,75201.87,80.25,297.9,0.0,-14.8325,139.1,0.091,0.087,BTC-26APR24-72000-P,0.0905333,0.089,0.0885,0.1045
0.19275,779497.44,BTC,72011.29,1710223032943,BTC,BTC-28JUN24,77316.26,78.33,56.6,0.0,-1.5584,169.8,0.2005,0.185,BTC-28JUN24-80000-P,0.19001047,0.1895,0.189,0.193
,0.0,BTC,72011.29,1710223032943,BTC,SYN.BTC-5APR24,74093.35500000001,81.29,0.0,0.0,,0.0,,,BTC-5APR24-62000-P,0.02147745,0.1025,,
,0.0,BTC,72011.29,1710223032943,BTC,SYN.BTC-13MAR24,72435.84417463036,99.72,0.0,0.0,,0.0,0.0355,,BTC-13MAR24-73250-P,0.0332564,,,
,0.0,BTC,72011.29,1710223032943,BTC,SYN.BTC-5APR24,74093.35500000001,81.29,0.0,0.0,,0.0,,,BTC-5APR24-61000-P,0.01852034,,,
0.05725,1532669.83,BTC,72011.29,1710223032943,BTC,BTC-29MAR24,73732.53,82.57,347.4,0.0,-22.449,321.1,0.0585,0.056,BTC-29MAR24-72000-P,0.06046919,0.057,0.056,0.0735
0.12175,75124.63,BTC,72011.29,1710223032943,BTC,BTC-27SEP24,80619.44,73.27,11.0,0.0,0.0,241.7,0.125,0.1185,BTC-27SEP24-110000-C,0.10933028,0.0995,0.0995,0.0995
,0.0,BTC,72011.29,1710223032943,BTC,SYN.BTC-14MAR24,72505.58708731517,98.15,0.0,0.0,,0.0,0.0895,,BTC-14MAR24-69750-C,0.05542637,,,
,0.0,BTC,72011.29,1710223032943,BTC,BTC-22MAR24,73182.95,100.0,0.0,0.0,,0.0,,,BTC-22MAR24-51000-C,0.30404133,,,
0.02825,3622.22,BTC,72011.29,1710223032943,BTC,BTC-28JUN24,77322.77,81.88,2.0,0.0,0.0,25.5,0.0295,0.027,BTC-28JUN24-50000-P,0.03087457,0.0255,0.0255,0.0255
0.01375,2224.08,BTC,72011.29,1710223032943,BTC,BTC-28JUN24,77316.26,83.82,2.3,0.0,0.0,96.4,0.0145,0.013,BTC-28JUN24-42000-P,0.01400299,0.014,0.014,0.014
,0.0,BTC,72011.29,1710223032943,BTC,SYN.BTC-31MAY24,76373.63777777778,100.0,0.0,0.0,,0.0,,,BTC-31MAY24-32000-P,0.00374605,0.0405,,
,0.0,BTC,72011.29,1710223032943,BTC,BTC-22MAR24,73182.95,100.0,0.0,0.0,,0.0,,,BTC-22MAR24-40000-P,6.57e-06,,,
0.09675,1901649.69,BTC,72011.29,1710223032943,BTC,BTC-29MAR24,73732.53,87.89,256.3,0.0,13.5294,170.7,0.098,0.0955,BTC-29MAR24-69000-C,0.11100318,0.0965,0.085,0.1065
,0.0,BTC,72011.29,1710223032943,BTC,BTC-27SEP24,80619.44,71.53,0.0,0.0,,0.0,,,BTC-27SEP24-86000-P,0.25051542,,,
,0.0,BTC,72011.29,1710223032943,BTC,BTC-29MAR24,73726.02,100.0,0.0,0.0,,437.6,0.8065,,BTC-29MAR24-15000-C,0.79655174,0.755,,
,0.0,BTC,72011.29,1710223032943,BTC,BTC-27DEC24,81002.9024,79.56,0.0,0.0,,93.6,1.2,,BTC-27DEC24-120000-P,0.63354578,0.7255,,
,0.0,BTC,72011.29,1710223032943,BTC,BTC-27SEP24,80625.95,70.15,0.0,0.0,,0.0,,,BTC-27SEP24-72000-C,0.25171407,,,
0.352,142333.67,BTC,72011.29,1710223032943,BTC,BTC-28JUN24,77316.26,81.88,5.5,0.0,-0.8333,241.8,0.3595,0.3445,BTC-28JUN24-52000-C,0.36455213,0.357,0.357,0.36
0.0785,1086562.9,BTC,72011.29,1710223032943,BTC,BTC-29MAR24,73726.02,83.78,191.0,0.0,-12.0879,116.3,0.0815,0.0755,BTC-29MAR24-75000-P,0.08305764,0.08,0.027,0.0935
0.0615,1122922.63,BTC,72011.29,1710223032943,BTC,BTC-15MAR24,72575.33,96.97,129.0,0.0,11.9048,311.2,0.118,0.005,BTC-15MAR24-64000-C,0.12240428,0.1175,0.105,0.125
,0.0,BTC,72011.29,1710223032943,BTC,BTC-29MAR24,73726.02,86.66,0.0,0.0,,0.0,,,BTC-29MAR24-75500-P,0.0895295,,,
,157086.6,BTC,72011.29,1710223032946,BTC,SYN.BTC-14MAR24,72505.58708731517,97.73,50.0,0.0,0.2288,0.0,0.081,,BTC-14MAR24-70750-C,0.04660026,0.0438,0.0437,0.0438
,0.0,BTC,72011.29,1710223032946,BTC,BTC-27DEC24,81002.9024,71.99,0.0,0.0,,0.0,,,BTC-27DEC24-82000-C,0.24736659,,,
0.0525,0.0,BTC,72011.29,1710223032946,BTC,BTC-27DEC24,81002.9024,100.0,0.0,0.0,,461.5,0.055,0.05,BTC-27DEC24-46000-P,0.10164437,0.079,,
,0.0,BTC,72011.29,1710223032946,BTC,SYN.BTC-13MAR24,72435.84417463036,100.0,0.0,0.0,,0.0,0.0047,,BTC-13MAR24-68250-P,0.00697806,0.0214,,
,0.0,BTC,72011.29,1710223032946,BTC,SYN.BTC-13MAR24,72435.84417463036,100.0,0.0,0.0,,0.0,0.0745,,BTC-13MAR24-76500-P,0.06451563,,,
0.0003,0.0,BTC,72011.29,1710223032946,BTC,BTC-29MAR24,73732.53,100.0,0.0,0.0,,342.7,0.0004,0.0002,BTC-29MAR24-35000-P,1.393e-05,0.0005,,
,0.0,BTC,72011.29,1710223032946,BTC,BTC-29MAR24,73684.16,83.35,0.0,0.0,,0.0,,,BTC-29MAR24-76500-C,0.05708935,,,
0.016,299219.38,BTC,72011.29,1710223032946,BTC,BTC-28JUN24,77316.26,82.5,41.5,0.0,3.4483,147.5,0.017,0.015,BTC-28JUN24-44000-P,0.01680329,0.015,0.0145,0.5165
