mid_price,volume_usd,quote_currency,estimated_delivery_price,creation_timestamp,base_currency,underlying_index,underlying_price,mark_iv,volume,interest_rate,price_change,open_interest,ask_price,bid_price,instrument_name,mark_price,last,low,high
,0.0,BTC,72011.29,1710223032958,BTC,SYN.BTC-13MAR24,72435.84417463036,100.0,0.0,0.0,,0.0,0.0034,,BTC-13MAR24-64500-P,0.00117029,,,
0.0105,18253.67,BTC,72011.29,1710223032958,BTC,SYN.BTC-31MAY24,76373.63777777778,85.98,24.6,0.0,0.0,152.7,0.011,0.01,BTC-31MAY24-44000-P,0.01200147,0.0105,0.0105,0.0105
0.0007,59.62,BTC,72011.29,1710223032958,BTC,BTC-29MAR24,73726.02,100.0,1.2,0.0,0.0,469.0,0.001,0.0004,BTC-29MAR24-40000-P,0.00013253,0.0007,0.0007,0.0007
,0.0,BTC,72011.29,1710223032958,BTC,SYN.BTC-5APR24,74093.35500000001,67.2,0.0,0.0,,0.0,,,BTC-5APR24-76000-C,0.05841616,,,
,40.11,BTC,72011.29,1710223032958,BTC,BTC-26APR24,75201.87,100.0,2.8,0.0,0.0,12.5,,,BTC-26APR24-28000-P,0.00016656,0.0001,0.0002,0.0002
,0.0,BTC,72011.29,1710223032958,BTC,SYN.BTC-13MAR24,72435.84417463036,100.0,0.0,0.0,,0.0,0.0027,,BTC-13MAR24-66750-P,0.00367739,,,
,0.0,BTC,72011.29,1710223032958,BTC,SYN.BTC-14MAR24,72505.58708731517,98.03,0.0,0.0,,0.0,0.021,,BTC-14MAR24-70250-P,0.01982675,,,
0.04975,52943.72,BTC,72011.29,1710223032958,BTC,BTC-27SEP24,80619.44,82.94,14.5,0.0,-14.2857,310.7,0.0515,0.048,BTC-27SEP24-50000-P,0.05865527,0.048,0.048,0.0565
0.0145,156745.58,BTC,72011.29,1710223032958,BTC,BTC-27SEP24,80625.95,82.94,78.1,0.0,-13.3333,282.0,0.016,0.013,BTC-27SEP24-35000-P,0.01564998,0.013,0.013,0.5155
0.0044,7375.54,BTC,72011.29,1710223032958,BTC,BTC-29MAR24,73726.02,95.6,20.0,0.0,17.0213,101.0,0.0047,0.0041,BTC-29MAR24-54000-P,0.00551008,0.0055,0.0047,0.0055
0.01625,0.0,BTC,72011.29,1710223032958,BTC,BTC-27SEP24,80619.44,82.94,0.0,0.0,,451.7,0.0175,0.015,BTC-27SEP24-36000-P,0.01752866,0.018,,
0.006,931.61,BTC,72011.29,1710223032958,BTC,BTC-28JUN24,77316.26,88.6,2.2,0.0,0.0,98.8,0.007,0.005,BTC-28JUN24-35000-P,0.00673867,0.006,0.006,0.006
,218599.35,BTC,72011.29,1710223032958,BTC,SYN.BTC-12MAR24,72366.10126194553,91.16,200.0,0.0,0.0,0.0,0.0165,,BTC-12MAR24-72250-P,0.01508408,0.0151,0.0151,0.0152
0.00825,32998.49,BTC,72011.29,1710223032958,BTC,BTC-27DEC24,81002.9024,100.0,37.5,0.0,-57.2072,161.0,0.0095,0.007,BTC-27DEC24-25000-P,0.02031042,0.0095,0.005,0.0222
0.46425,2145648.68,BTC,72011.29,1710223032958,BTC,BTC-27DEC24,81002.9024,100.0,53.8,0.0,24.1262,461.1,0.5,0.4285,BTC-27DEC24-50000-C,0.50626419,0.5114,0.412,1.0
0.08275,1097846.92,BTC,72011.29,1710223032958,BTC,BTC-26APR24,75201.87,82.19,181.4,0.0,23.7037,235.9,0.0855,0.08,BTC-26APR24-80000-C,0.09003969,0.0835,0.0675,0.089
0.018,45223.47,BTC,72011.29,1710223032958,BTC,SYN.BTC-31MAY24,76373.63777777778,82.81,32.9,0.0,-5.2632,59.7,0.0185,0.0175,BTC-31MAY24-49000-P,0.01952277,0.018,0.018,0.02
,0.0,BTC,72011.29,1710223032958,BTC,SYN.BTC-5APR24,74093.35500000001,81.29,0.0,0.0,,0.0,,,BTC-5APR24-55000-C,0.26421302,,,
0.3415,26096.38,BTC,72011.29,1710223032958,BTC,BTC-27SEP24,80619.44,82.94,1.2,0.0,0.0,382.2,0.3465,0.3365,BTC-27SEP24-60000-C,0.36100162,0.313,0.313,0.313
0.2835,1233180.5,BTC,72011.29,1710223032958,BTC,BTC-26APR24,75195.36,84.39,62.2,0.0,4.6296,391.5,0.2855,0.2815,BTC-26APR24-55000-C,0.28786321,0.2825,0.27,0.283
0.00295,5549.94,BTC,72011.29,1710223032958,BTC,BTC-26APR24,75201.87,99.57,23.0,0.0,12.9032,129.3,0.0032,0.0027,BTC-26APR24-40000-P,0.00370151,0.0035,0.0031,0.0035
0.49225,667113.28,BTC,72011.29,1710223032958,BTC,BTC-28JUN24,77316.26,85.07,18.9,0.0,1.241,378.3,0.494,0.4905,BTC-28JUN24-40000-C,0.49418579,0.4895,0.4835,0.4905
,0.0,BTC,72011.29,1710223032958,BTC,SYN.BTC-31MAY24,76373.63777777778,100.0,0.0,0.0,,0.0,,,BTC-31MAY24-34000-C,0.56015625,,,
0.59875,807345.97,BTC,72011.29,1710223032958,BTC,BTC-27SEP24,80619.44,81.36,18.8,0.0,1.5228,103.4,0.611,0.5865,BTC-27SEP24-120000-P,0.59768014,0.6,0.591,0.6
0.06875,37895.76,BTC,72011.29,1710223032958,BTC,BTC-27SEP24,80625.95,82.94,7.1,0.0,-15.4839,73.6,0.071,0.0665,BTC-27SEP24-55000-P,0.08019307,0.0655,0.0655,0.0785
0.36935,0.0,BTC,72011.29,1710223032958,BTC,BTC-29MAR24,73726.02,100.0,0.0,0.0,,530.2,0.7385,0.0002,BTC-29MAR24-20000-C,0.72873566,0.703,,
0.16625,0.0,BTC,72011.29,1710223032958,BTC,BTC-27DEC24,81002.9024,68.91,0.0,0.0,,154.9,0.1775,0.155,BTC-27DEC24-70000-P,0.16334378,0.1985,,
0.23875,5546666.51,BTC,72011.29,1710223032958,BTC,BTC-29MAR24,73726.02,90.34,315.3,0.0,-0.6135,221.2,0.2435,0.234,BTC-29MAR24-56000-C,0.24703958,0.243,0.242,0.2445
0.02575,291259.07,BTC,72011.29,1710223032958,BTC,SYN.BTC-13MAR24,72435.84417463036,96.43,140.9,0.0,15.2174,29.0,0.0275,0.024,BTC-13MAR24-71000-C,0.03706938,0.0265,0.0225,0.034
,68527.01,BTC,72011.29,1710223032958,BTC,SYN.BTC-12MAR24,72366.10126194553,92.22,50.0,0.0,0.5291,0.0,0.0195,,BTC-12MAR24-72750-P,0.01890347,0.019,0.0189,0.019
,0.0,BTC,72011.29,1710223032958,BTC,SYN.BTC-13MAR24,72435.84417463036,100.0,0.0,0.0,,0.0,0.134,,BTC-13MAR24-64500-C,0.11072716,,,
0.0009,0.0,BTC,72011.29,1710223032958,BTC,BTC-26APR24,75201.87,100.0,0.0,0.0,,64.3,0.0012,0.0006,BTC-26APR24-30000-P,0.00032599,0.0014,,
0.07275,113136.61,BTC,72011.29,1710223032958,BTC,BTC-27SEP24,80619.44,82.94,21.4,0.0,-12.7273,179.6,0.0755,0.07,BTC-27SEP24-56000-P,0.08492346,0.072,0.0705,0.083
,0.0,BTC,72011.29,1710223032958,BTC,SYN.BTC-14MAR24,72505.58708731517,100.0,0.0,0.0,,0.0,0.0365,,BTC-14MAR24-73750-C,0.02666699,,,
0.44475,877579.66,BTC,72011.29,1710223032958,BTC,BTC-27SEP24,80619.44,82.94,26.4,0.0,2.8603,453.9,0.4475,0.442,BTC-27SEP24-48000-C,0.45567502,0.4603,0.4475,0.4603
0.25425,0.0,BTC,72011.29,1710223032958,BTC,BTC-27DEC24,81002.9024,69.97,0.0,0.0,,97.3,0.258,0.2505,BTC-27DEC24-85000-C,0.2271885,0.206,,
,0.0,BTC,72011.29,1710223032958,BTC,SYN.BTC-5APR24,74093.35500000001,73.76,0.0,0.0,,0.0,,,BTC-5APR24-85000-C,0.02850871,,,
,0.0,BTC,72011.29,1710223032958,BTC,SYN.BTC-5APR24,74093.35500000001,68.58,0.0,0.0,,150.0,,,BTC-5APR24-78000-C,0.04958379,0.0357,,
,0.0,BTC,72011.29,1710223032958,BTC,BTC-27DEC24,81002.9024,67.27,0.0,0.0,,0.0,,,BTC-27DEC24-76000-P,0.19907963,,,
0.078,0.0,BTC,72011.29,1710223032958,BTC,BTC-27DEC24,81002.9024,80.19,0.0,0.0,,56.1,0.12,0.036,BTC-27DEC24-140000-C,0.11594091,0.091,,
0.029,113139.99,BTC,72011.29,1710223032958,BTC,SYN.BTC-31MAY24,76373.63777777778,80.59,52.9,0.0,-3.2258,27.4,0.0295,0.0285,BTC-31MAY24-54000-P,0.03079985,0.03,0.029,0.031
,0.0,BTC,72011.29,1710223032958,BTC,BTC-22MAR24,73182.95,100.0,0.0,0.0,,0.0,,,BTC-22MAR24-40000-C,0.45345313,0.4475,,
0.01475,35328.63,BTC,72011.29,1710223032958,BTC,SYN.BTC-31MAY24,76373.63777777778,84.17,31.0,0.0,6.6667,102.9,0.0155,0.014,BTC-31MAY24-47000-P,0.01627011,0.016,0.015,0.016
,0.0,BTC,72011.29,1710223032958,BTC,SYN.BTC-5APR24,74093.35500000001,87.58,0.0,0.0,,0.0,,,BTC-5APR24-110000-C,0.00464119,,,
,0.0,BTC,72011.29,1710223032958,BTC,SYN.BTC-5APR24,74093.35500000001,82.29,0.0,0.0,,0.0,,,BTC-5APR24-95000-P,0.29682874,,,
0.23975,6522374.13,BTC,72011.29,1710223032958,BTC,BTC-29MAR24,73726.02,90.6,372.2,0.0,-6.8093,271.5,0.2455,0.234,BTC-29MAR24-90000-P,0.23900613,0.2395,0.2395,0.257
,0.0,BTC,72011.29,1710223032958,BTC,BTC-22MAR24,73182.95,100.0,0.0,0.0,,0.0,,,BTC-22MAR24-45000-P,8.87e-05,,,
,0.0,BTC,72011.29,1710223032958,BTC,BTC-29MAR24,73726.02,79.71,0.0,0.0,,0.0,,,BTC-29MAR24-71500-C,0.08503854,,,
,0.0,BTC,72011.29,1710223032958,BTC,BTC-28JUN24,77316.26,71.65,0.0,0.0,,0.0,,,BTC-28JUN24-74000-C,0.17410008,,,
,0.0,BTC,72011.29,1710223032958,BTC,SYN.BTC-13MAR24,72435.84417463036,100.0,0.0,0.0,,0.0,0.0039,,BTC-13MAR24-67750-P,0.00569359,0.0227,,
,0.0,BTC,72011.29,1710223032958,BTC,SYN.BTC-13MAR24,72435.84417463036,97.87,0.0,0.0,,0.0,0.0125,,BTC-13MAR24-70750-P,0.01628745,,,
,0.0,BTC,72011.29,1710223032958,BTC,BTC-28JUN24,77316.26,100.0,0.0,0.0,,0.0,,,BTC-28JUN24-130000-P,0.74431801,,,
,190573.79,BTC,72011.29,1710223032958,BTC,SYN.BTC-13MAR24,72435.84417463036,92.21,100.0,0.0,0.3802,0.0,0.0555,,BTC-13MAR24-72250-C,0.02634664,0.0264,0.0263,0.0264
,0.0,BTC,72011.29,1710223032958,BTC,SYN.BTC-5APR24,74093.35500000001,87.2,0.0,0.0,,0.0,,,BTC-5APR24-100000-P,0.3610459,,,
,949.69,BTC,72011.29,1710223032958,BTC,SYN.BTC-12MAR24,72366.10126194553,95.71,1.0,0.0,0.0,1.0,0.0039,,BTC-12MAR24-69250-P,0.0030785,0.0135,0.0135,0.0135
0.42875,43437.81,BTC,72011.29,1710223032958,BTC,BTC-27SEP24,80619.44,82.94,1.4,0.0,0.0,505.5,0.4345,0.423,BTC-27SEP24-50000-C,0.438479,0.429,0.429,0.429
0.2525,1032061.33,BTC,72011.29,1710223032958,BTC,BTC-15MAR24,72575.33,100.0,55.3,0.0,3.8153,400.9,0.2545,0.2505,BTC-15MAR24-54000-C,0.25596258,0.2585,0.249,0.2585
,0.0,BTC,72011.29,1710223032958,BTC,SYN.BTC-5APR24,74093.35500000001,65.64,0.0,0.0,,0.0,,,BTC-5APR24-66000-P,0.02386696,,,
,49180.33,BTC,72011.29,1710223032958,BTC,SYN.BTC-12MAR24,72366.10126194553,92.22,50.0,0.0,0.0,0.0,0.02,,BTC-12MAR24-72750-C,0.01359852,0.0136,0.0136,0.0136
0.87,0.0,BTC,72011.29,1710223032958,BTC,BTC-28JUN24,77316.26,100.0,0.0,0.0,,117.3,0.877,0.863,BTC-28JUN24-10000-C,0.87067605,0.851,,
0.03575,215717.8,BTC,72011.29,1710223032958,BTC,SYN.BTC-31MAY24,76373.63777777778,91.41,79.9,0.0,4.3478,59.5,0.037,0.0345,BTC-31MAY24-115000-C,0.04739789,0.036,0.0345,0.039
,0.0,BTC,72011.29,1710223032958,BTC,BTC-29MAR24,73726.02,89.88,0.0,0.0,,0.0,,,BTC-29MAR24-65500-P,0.03148105,,,
0.0042,198325.51,BTC,72011.29,1710223032958,BTC,BTC-15MAR24,72575.33,100.0,396.5,0.0,-34.6667,315.9,0.005,0.0034,BTC-15MAR24-80000-C,0.00934196,0.0049,0.0009,0.0105
0.01125,0.0,BTC,72011.29,1710223032958,BTC,BTC-27SEP24,80625.95,83.25,0.0,0.0,,365.1,0.0125,0.01,BTC-27SEP24-32000-P,0.01096959,0.013,,
0.006,326428.08,BTC,72011.29,1710223032958,BTC,SYN.BTC-13MAR24,72435.84417463036,99.72,377.5,0.0,-18.75,145.0,0.007,0.005,BTC-13MAR24-74500-C,0.01556956,0.0065,0.0065,0.0155
0.03475,43312.15,BTC,72011.29,1710223032958,BTC,BTC-27SEP24,80619.44,82.94,17.9,0.0,-10.2941,522.9,0.0365,0.033,BTC-27SEP24-45000-P,0.04071805,0.0305,0.0305,0.034
,0.0,BTC,72011.29,1710223032958,BTC,BTC-26APR24,74345.19,92.45,0.0,0.0,,0.0,,,BTC-26APR24-94000-P,0.3028861,,,
0.427,2095595.25,BTC,72011.29,1710223032958,BTC,BTC-29MAR24,73726.02,100.0,70.5,0.0,2.8049,336.8,0.429,0.425,BTC-29MAR24-42000-C,0.43062342,0.4215,0.41,0.4215
0.21575,4625884.92,BTC,72011.29,1710223032958,BTC,BTC-29MAR24,73726.02,89.94,295.9,0.0,3.8186,229.8,0.2185,0.213,BTC-29MAR24-58000-C,0.22292269,0.2175,0.2095,0.2205
,0.0,BTC,72011.29,1710223032958,BTC,BTC-26APR24,75195.36,100.0,0.0,0.0,,0.0,,,BTC-26APR24-24000-P,3.295e-05,0.0001,,
0.00165,21607.93,BTC,72011.29,1710223032958,BTC,SYN.BTC-14MAR24,72505.58708731517,99.26,126.3,0.0,-47.619,86.3,0.0023,0.001,BTC-14MAR24-65000-P,0.00382802,0.0022,0.0017,0.0042
,0.0,BTC,72011.29,1710223032958,BTC,BTC-26APR24,75195.36,100.0,0.0,0.0,,25.0,,,BTC-26APR24-33000-P,0.00078122,0.005,,
,108161.93,BTC,72011.29,1710223032958,BTC,BTC-27DEC24,81002.9024,100.0,3.0,0.0,0.0,207.8,,0.542,BTC-27DEC24-38000-C,0.59439741,0.4985,0.4985,0.4985
0.01225,445147.27,BTC,72011.29,1710223032958,BTC,SYN.BTC-13MAR24,72435.84417463036,94.54,322.8,0.0,-3.5714,81.1,0.013,0.0115,BTC-13MAR24-73000-C,0.02210101,0.0135,0.0135,0.0235
,49459.78,BTC,72011.29,1710223032958,BTC,SYN.BTC-12MAR24,72366.10126194553,95.44,135.9,0.0,-85.3333,63.1,0.0009,,BTC-12MAR24-74000-C,0.00788504,0.0011,0.001,0.008
0.072,874176.19,BTC,72011.29,1710223032958,BTC,BTC-29MAR24,73726.02,82.95,165.1,0.0,-14.7929,57.7,0.0735,0.0705,BTC-29MAR24-74000-P,0.07475373,0.072,0.0715,0.0845
0.12775,635789.7,BTC,72011.29,1710223032958,BTC,SYN.BTC-31MAY24,76373.63777777778,79.81,66.4,0.0,-1.5267,5.4,0.129,0.1265,BTC-31MAY24-79000-C,0.13479937,0.129,0.129,0.136
0.06225,680864.83,BTC,72011.29,1710223032958,BTC,BTC-28JUN24,77322.77,82.86,118.4,0.0,13.8889,73.8,0.063,0.0615,BTC-28JUN24-110000-C,0.06617799,0.0615,0.054,0.1585
0.0295,0.0,BTC,72011.29,1710223032958,BTC,BTC-27DEC24,81002.9024,100.0,0.0,0.0,,195.8,0.0315,0.0275,BTC-27DEC24-38000-P,0.06355864,0.046,,
0.00335,10719.27,BTC,72011.29,1710223032958,BTC,BTC-29MAR24,73732.53,97.72,40.2,0.0,11.1111,269.9,0.0036,0.0031,BTC-29MAR24-52000-P,0.00396284,0.004,0.0036,0.004
0.01925,17789.26,BTC,72011.29,1710223032958,BTC,BTC-28JUN24,77322.77,81.88,14.4,0.0,-2.8571,105.5,0.0205,0.018,BTC-28JUN24-46000-P,0.02054502,0.017,0.017,0.0175
0.01425,388300.88,BTC,72011.29,1710223032958,BTC,SYN.BTC-12MAR24,72366.10126194553,93.48,250.5,0.0,12.5,67.7,0.0175,0.011,BTC-12MAR24-71000-C,0.02730102,0.0135,0.0115,0.0285
0.154,642903.56,BTC,72011.29,1710223032958,BTC,SYN.BTC-31MAY24,76373.63777777778,78.51,57.3,0.0,15.2985,178.8,0.156,0.152,BTC-31MAY24-74000-C,0.16023104,0.1545,0.134,0.162
0.30925,0.0,BTC,72011.29,1710223032958,BTC,SYN.BTC-31MAY24,76373.63777777778,80.06,0.0,0.0,,184.3,0.316,0.3025,BTC-31MAY24-55000-C,0.3132462,0.2485,,
0.18,1584175.42,BTC,72011.29,1710223032958,BTC,BTC-22MAR24,73182.95,90.0,119.8,0.0,-1.8817,127.3,0.1825,0.1775,BTC-22MAR24-60000-C,0.18665326,0.1825,0.179,0.1885
0.00325,113617.34,BTC,72011.29,1710223032958,BTC,BTC-15MAR24,72575.33,94.89,276.8,0.0,-57.6471,332.2,0.0037,0.0028,BTC-15MAR24-65000-P,0.00556173,0.0036,0.0036,0.0085
0.0003,0.0,BTC,72011.29,1710223032959,BTC,BTC-15MAR24,72575.33,100.0,0.0,0.0,,228.1,0.0005,0.0001,BTC-15MAR24-50000-P,2.14e-06,0.0004,,
0.00065,22437.12,BTC,72011.29,1710223032959,BTC,SYN.BTC-13MAR24,72435.84417463036,100.0,137.2,0.0,-69.697,30.0,0.0008,0.0005,BTC-13MAR24-65500-P,0.00200401,0.001,0.001,0.0035
0.0125,87979.81,BTC,72011.29,1710223032959,BTC,BTC-26APR24,75201.87,86.07,92.3,0.0,8.0,208.9,0.013,0.012,BTC-26APR24-52000-P,0.0137749,0.0135,0.0125,0.0145
,0.0,BTC,72011.29,1710223032959,BTC,SYN.BTC-31MAY24,76373.63777777778,100.0,0.0,0.0,,0.0,,,BTC-31MAY24-43000-C,0.45555655,,,
0.467,199937.87,BTC,72011.29,1710223032959,BTC,BTC-28JUN24,77322.77,83.82,6.0,0.0,1.5234,151.9,0.4765,0.4575,BTC-28JUN24-42000-C,0.47082548,0.4665,0.4595,0.4665
